CPU Low Jitter (ns)	CPU Medium Jitter (ns)	CPU High Jitter (ns)	CPU Medium & Memory Intensity(ns)	CPU High & Memory Intensity(ns)
4830051	455670	9736121	13019201	8710905
199231	231640	8176713	6896158	9900563
271462	252927	221682	10996505	10053626
970354	394566	5085931	8241013	10000943
7586402	221762	1253288	9854897	8071285
963594	217539	317830	8923213	10964819
4110729	218322	10130440	11019527	6939881
1484964	228228	2672704	8071255	12472867
1366384	176005	4348567	8951300	6762668
4969234	230688	11910014	9929877	9878458
2043740	227537	9430240	9000386	9958556
959020	373654	9441648	9151273	8875971
3304963	225575	10034398	9939966	4251212
5090381	111365	9919697	8928323	1702231
1651374	196601	10102779	9219727	11968550
6324012	245438	8919810	9805774	8063076
7681073	304043	9018482	8026554	9000747
1024836	182491	9999663	9824833	10007259
8984255	234503	8997387	10043724	10139490
11899469	425219	9277658	8161957	9868708
8038706	227065	9776416	10016661	8407272
10279681	210022	9929271	9899508	9594268
8904269	191668	8139397	8063383	9216064
9809540	275741	9901475	10894993	7698416
8093460	377538	7991501	7981347	12216116
120500	235636	11069612	9952915	6802404
9165051	292654	7859219	7972780	12002662
9594637	173992	10071576	10038705	8023920
8337046	221497	8959971	9986389	9910330
9747526	217331	8990179	8038110	10068323
9983080	209848	9030067	11148033	10062692
5289053	172591	8696260	8027277	8905851
685733	234476	2349504	8761713	10083471
10035887	222385	5913109	11936505	10878393
67823	236587	10976035	6081659	8010604
8832862	347542	8019943	12006998	11019319
147950	221597	10071251	3898625	9062856
7908138	209953	8974881	14106968	9963679
9930087	213333	9022442	6847893	10025774
8982552	298617	11014295	10994089	8920775
10055099	216211	7874020	9163318	10001852
8024238	217966	9034363	8901603	8945741
9891609	240901	8993324	8929152	9971350
8077796	326889	10051673	11158279	9135640
10997097	209757	8948145	7883534	10144681
8948154	213223	8977582	10117304	10740435
9107548	215097	9995018	8764637	7995456
8997073	655994	8974985	9404685	9085332
9901668	2311915	9088482	879906	9905978
9080569	11364231	1907854	5771556	9090739
7894065	9935678	1317410	12092368	9031072
11259323	9976854	1026457	7026578	9991612
2760239	8013980	689035	9263764	8908594
161426	12169030	1299613	10704631	9076745
2103108	7758035	1096450	9940842	8994302
11917626	10102682	869212	9207552	9965099
8889333	9980639	2757002	10805473	8920053
9127688	10055882	3326839	698768	9941308
900706	10073912	962626	879175	9141470
6934514	8793561	1037643	2649605	9906175
9115819	9981466	1958251	14628928	11071207
10860450	8990664	12734241	5306262	8044296
8045324	11066244	7977463	12842279	9914687
309015	5956293	10268199	8849681	206163
8720619	12967536	9743359	9991206	8698199
8910191	8044528	9974380	9098424	9035094
9067194	10087321	8979111	9890230	10333191
220044	8860533	10569120	10174697	203739
7763399	9998729	9416840	8906275	8444127
9925817	8037807	10513351	9918381	231072
9038756	11060200	8767960	10118612	227601
10011815	7948200	9963822	8840646	1862461
8009924	9937218	9834658	10278984	2001141
9989170	9017963	9924099	8825355	13653097
9145857	10112705	11043670	9992214	8169282
9788908	9017990	7960263	10933432	9824121
9093632	10931287	9978263	7996838	10075372
9007210	8961007	9280091	9895972	9029121
131501	8966686	10703249	10220731	6955007
5911434	8965454	9098203	9951782	13344890
14003467	9941713	11014006	8876681	8533107
5947245	9123100	7884547	11011642	621768
9909729	8835075	9976988	6329226	7355712
3039324	9074767	10070036	12651134	3115728
150162	10909445	9046479	1882855	5965459
2734169	8168971	10147364	5228417	9896116
2117819	8944578	7754135	10820920	10290006
181388	10026792	10034050	998832	9542505
5763280	9885348	9000929	5942556	12209842
10988567	10223815	9912970	1053212	6032936
159779	9803886	11136910	9954189	9087447
4747372	7902991	7173867	10157280	9848036
10015309	11093110	5682012	1288645	10094024
3356469	9020080	2114553	3880511	8944266
5758495	8982479	978781	9734438	8221551
11994018	9863136	3957850	12877587	4745185
5298121	10127401	125008	9129453	2421563
5528195	8922986	1875427	9047431	11555751
3026346	9897146	605123	3139562	11043823
8123915	9207322	2345083	4809472	6849639
165852	8959547	3110457	8374182	12048010
13235105	8985967	117937	17666177	7983072
3588441	10002635	297271	1817542	10003569
6998589	8833172	4535270	13930674	9014123
119427	9958702	127607	4009824	9347963
2756836	3139992	861704	240306	9598851
230255	234244	117452	12911254	8308098
3813171	2532258	2806485	5386927	10788383
89111	11229280	2976150	489820	8954683
828305	11218641	256296	13059806	9044010
6988947	234676	769343	1253622	9013700
1011448	4376761	3046710	6066426	9930386
8110879	252385	81162	11697316	10111304
253322	11735462	1326224	192803	7881335
746503	10115338	2537984	1973310	9091367
128096	9053586	3011799	2229651	10958637
8827058	9984339	398061	12671987	9095471
7989029	9830603	1576764	2279734	10858093
234271	8922054	1976331	3540306	8520552
9890278	10083073	7209724	1261125	9433260
4819213	9049385	117387	2712893	11051452
173756	8990547	8693190	4185337	109610
3016777	9025369	9034646	13743145	6970874
198405	9886528	10138039	1124806	10873681
6546219	8979502	9800899	3014065	10024070
192296	10105757	8086240	12936527	4031592
2926401	10094480	9172786	2426485	1880965
309184	8904212	9090651	2582415	13060968
714678	9822954	9684077	12926861	9080262
5020365	9993119	9267901	9088781	8929204
824621	9204928	9003250	123662	10056758
2049936	10785951	10113102	2984354	9892135
4067764	9047351	8648899	1751359	10102132
172907	9942598	7940444	13111358	9169755
790311	9111988	122098	5145517	9925159
232121	11052323	3891096	12780844	8746188
9065261	9024028	3903826	9945789	11014868
1651266	8905896	11007237	1225169	8988460
109616	11991482	9051991	3731168	9005555
9031338	8022051	8984335	6153427	9065572
7795896	9957009	9131802	1038406	9996788
5933586	10001540	9919184	763172	9465315
1026832	8129816	9031377	973326	10443556
10999178	10983318	8880282	10139247	9992298
9032027	8751071	9399372	8063060	7994924
8957211	9097882	10657135	11001604	9093774
9992686	9962567	8477603	8759383	8836261
8070622	8075893	10508522	10134327	10001084
11026999	9840239	9059850	10817586	9130140
7881746	10106076	9902256	7280455	9977090
10021621	8024304	7110863	10789578	9076172
9034140	9966272	13372812	8290248	9890969
9031670	9886565	8763747	9614737	8948069
22899577	8013184	10770308	11266263	5199662
6046493	9954025	2957116	6958855	1837736
10999602	9987440	3991858	10932279	10920953
8988028	9149896	3158781	8148903	10080332
10024038	10896331	149899	10695208	5080962
9964390	8061634	4682771	9084782	112396
9991345	11874826	11027123	10980002	11734061
9000048	8009755	10015766	7920310	9205611
10089642	1026274	9013256	11086638	9852926
9905780	5982335	10227193	7904676	9123079
9152624	800145	9778301	8950493	8843622
10849545	11403856	9038680	11014805	9072555
8202509	6830973	10028990	9096314	9901352
9981740	9959196	8898267	9898293	9963882
8880966	9114708	9177915	10009922	8075063
9947773	8858470	9882897	9155423	10900944
8942059	10098339	8945624	10928787	9059454
10146346	8779575	9117408	9005160	11083301
9806931	10185431	9297944	9148339	7859777
8093026	8861174	9631857	9667309	10050837
10003227	8987670	9986558	10227548	7166518
9934493	9033734	7952790	7893334	11786036
8028035	9040122	10020447	11017579	8895180
10019795	9949270	9008095	8952642	9126691
10013472	8845900	8935662	8976202	8040721
7899990	8840525	11016636	9034758	9959791
10060211	12164279	8024310	10082345	11042181
8946439	6096755	10189651	8915670	7839714
9089774	12984091	8823656	8943153	8975828
10000717	6985175	10034150	9215201	5215557
7919242	11006667	8327402	8612402	1853834
10541853	8085700	9807708	6288106	10985689
8638601	11826442	8765143	773003	9036686
9880702	8061321	9987422	10908471	6050724
8997221	9901880	8132342	10230579	936952
8954412	10039592	10028111	8890742	12298919
9294194	8007970	9380346	8918343	7686719
9678343	8976899	8788358	8998579	8679604
9003955	10128403	9712538	10014382	12273997
9158603	8897944	9096029	10169879	7992699
9902620	10141518	9898150	8922342	10107451
8165000	8818784	8215237	10084791	3016111
9961115	9017022	9973849	9012593	3844475
9207026	10117899	10799901	8983481	10239447
8935432	8154604	8067340	9753782	9100306
9713903	10670632	9046343	9103267	9825164
9143801	9048994	10927065	11100803	8868974
9816190	8877936	8021791	8825874	4103638
8458850	10065562	9251348	10131601	3172746
10593633	8069607	11701038	9899288	10641439
9097773	10811516	6093636	9150357	9109329
8814049	9082801	10939777	9894381	9065834
10046709	11217991	7931872	8825825	9924052
8955773	7707395	10065960	12974926	9960757
9051208	10089476	982505	5048373	8053581
9030042	10131019	514766	9955196	11089609
9932200	959670	3483322	10044219	6767348
9041661	115105	12038495	7975628	2086054
10009020	6838057	8916332	10256728	7965903
10043457	9834012	9013258	23769837	9161490
9018512	9024567	8945498	3098866	10902250
8139113	10984449	9032313	12837664	8945656
1116522	9141481	11086184	7097429	10979919
6654615	9833205	8010657	9992241	9027214
10305366	9170249	8978178	8793469	8896714
8649949	8861682	10078144	9965510	11088520
8948554	11070771	8882507	9049764	239324
9136149	7913598	8924310	11068924	6780488
9976162	9962813	9979917	6902987	843812
8833439	10036669	8047906	12013496	125736
9028187	8979046	11151298	7974848	154416
9327615	9894366	7908183	11044430	3869734
9732074	10177408	9943566	9051509	13089837
10060907	9167209	8916800	10126193	7782599
8873603	10637378	9128340	9761002	9104423
9223327	10156821	8941302	9964268	9956598
9784030	5888870	10026405	10018535	10036067
9030622	1031247	8917402	8955472	9934555
9089781	91023	7989183	10094868	9054721
9891767	9044453	10083284	9050834	9927874
8155470	8991335	9974302	9933620	9092020
10024227	10822430	10064542	10009567	9878341
650185	7960158	7990846	7939761	11375290
6136486	11060577	9969035	10940266	8840206
11232352	10054228	8895421	8230031	9713192
8765901	8983899	10019946	10006925	9101547
10034338	1945681	8000874	8772163	10919525
8014697	148435	9972664	9188371	7295968
9976694	2918651	9106783	9820186	10675141
8989375	11042906	8966722	4015750	3006304
9126742	10797719	8955559	2079044	3995921
9363320	8028079	9989671	11911111	12087123
9492148	10003269	8954062	10021842	9217911
9067659	7978163	9187025	9075385	7640742
9194113	11020954	9857743	9970709	10217044
9721806	9035300	8071526	8910858	10029136
9010142	10989989	10023656	9975315	8729834
10112150	6968874	9820523	10027424	9068236
8062645	13008804	8139682	9952917	4065794
9842749	6901629	1883182	10096972	3029713
8957904	9147516	7113003	10083592	12459985
10036752	11933520	8952436	7882432	8505760
8969705	8984984	9919313	11024634	2028277
8332816	9961717	9060261	7822794	4966003
9924161	9958285	8851937	11077995	10953767
8949018	10103962	9197562	9967976	9162886
9807486	9099764	9943176	7963178	9748504
8947435	4976787	7941456	11148535	11082232
10227405	818067	10404425	8051749	9019652
397814	179154	8631541	9941093	8926291
5402081	183050	10051545	396835	10083629
144027	45847	8854782	7459181	11206358
7094418	146495	9072008	10101924	6747563
151485	181774	10118544	11041463	11928462
200208	66590	8179166	8076922	8998398
7377072	172454	8558241	9831770	11070578
598733	218679	9999992	9891071	7957964
5796759	167093	9084552	9041282	6128987
239620	166388	9893919	8993141	879989
6423215	147119	8021118	9967810	12937718
1974508	169199	9978644	9157009	7940746
3038236	119439	9179613	10028067	12193876
260323	234835	9826355	9836214	7969873
891686	88437	8010355	708781	9055114
4809743	150221	10186795	711511	12748730
3930899	154369	9843876	2657771	7043607
3043927	157183	7989701	11957650	227231
959899	289630	11009678	9922120	9990137
3093372	156204	7962321	8899654	8884354
988422	152465	10073088	10091838	9925302
1134271	154834	8904344	9007789	9934774
1003729	167810	9027546	9056856	9219074
2995835	375407	9044284	10005669	9856385
936902	165365	9993697	8771192	10017512
1102495	283645	9047364	10375685	8014243
435413	199642	9937406	7651285	9926673
3382696	239320	7997100	11063178	9127460
228531	252039	10040996	8973557	9029724
780470	173575	9117644	10213174	9708068
157751	186196	9922230	8738899	9185770
821844	184374	8163282	10106131	9798327
2018789	541122	9952891	9992141	8226837
1477437	236450	10935638	11046598	504818
945985	243582	7817439	7836893	246805
1014758	266661	9064311	12233894	5066479
993114	175645	10070540	7926813	10971333
991317	166415	8924081	8797764	20956218
3500468	191326	8961338	8936182	6973720
3062067	173236	8403838	10042743	11069384
948175	176525	10689119	8921395	7990738
3039485	202212	7862524	9952616	9196191
99395	176756	10006223	8068350	9726994
908829	187208	8999864	6083749	9038935
2019113	943114	11158291	907641	9144884
5921266	2105958	6925518	10139734	10854138
148159	217295	10323879	10947467	9032701
1808191	89567	8819297	8108618	8133371
4263555	343665	10939993	9982088	10792465
11196607	73101	8994600	24886885	9023204
9734227	185765	8992024	1934667	8918054
9340488	233197	8122580	13188663	11298588
9717867	227116	9216232	7844040	8746112
9995429	142814	8861662	9987778	8976568
9805421	178628	9654487	8917030	11012635
9137596	212850	9183568	9112587	9059383
10857258	198722	9730358	8818073	9944768
8904456	273201	9059719	10148522	9972292
10031886	189478	9147696	8818735	9060828
8276678	205586	8961267	9102499	10050747
10820850	195906	9838556	9977124	9900698
8909961	425908	8451699	9124062	9006265
9979091	168649	10802799	8735406	10006872
9978007	193022	8781721	11134141	11004993
8995760	188542	8345280	9132383	6957385
13224331	222253	9726830	9333144	12079144
146158	125195	9145231	849092	9218380
4621655	129626	9090879	963568	9753496
10019215	163782	9646984	2157546	8891366
10118557	1142811	8984693	578046	10136303
9011820	197792	9092540	13899865	10061411
9172634	323157	9877665	7343536	9948282
209987	112970	8293506	11801411	7874284
577062	163944	10741106	8150507	10027104
108309	176637	8982938	9779558	7924924
5011992	192788	8273667	10052106	12123095
2833482	213670	9951088	7745375	6976286
372041	144513	9774882	11988033	11051095
5065458	214348	7961517	6042259	9009958
837099	180957	10038172	10295330	8960617
6808913	197010	9079573	9845602	8984227
260349	200463	9833126	8995386	9095397
699859	212726	8019700	8909177	9760076
194529	216127	10519529	8936129	248950
3875974	180281	9602364	10992609	6733744
200022	207327	9859857	7018505	12108683
639699	207118	10036456	11021824	5006467
3152914	180363	8917218	9007519	14966865
856126	146064	8106790	9072743	6903316
204816	200374	12976657	8897675	12028611
695449	193546	9016442	9194687	7988584
210624	180724	9978673	9760008	11140029
5856252	263870	8931624	9999525	3857269
1209102	197232	10111580	8201106	1982597
4876608	181785	9939890	9728213	12003902
1906280	240850	8944398	10014780	10134879
2046484	196901	9076829	9175586	9012584
1020265	145900	9618454	8065106	9875747
129871	549578	11495694	10980619	10046474
2764167	219033	8770497	8052936	8919424
229144	151983	8141435	9671495	9949201
1094406	288484	11199380	9029211	9986920
8795618	187204	8064745	8936816	10101437
4845659	213305	9634407	10185732	2998432
186881	334142	10043281	9065458	3867736
104763	168238	9003397	8804739	12153035
2782511	142565	9015390	8963146	9231433
1021713	188996	8897058	11084982	8875225
200280	139584	10011357	8116478	10796496
827695	232857	9968377	8748926	8962943
4938153	88686	10117778	9379980	10131515
2960055	199032	8894021	8849672	10273174
7903800	188331	10107990	9740505	7899691
10111210	181759	9981877	9066042	10041051
8992708	195681	9979136	10916296	9781920
9905020	228972	8403217	7195185	9846637
9958125	224502	9515059	10866801	8981283
9116369	150317	9028347	8922664	9993945
9823593	132177	10006818	8996920	1288028
5143214	210572	9003924	9013663	6685479
260817	257701	10000126	10993790	10981909
623467	200629	7961661	7069796	8955094
3081898	112303	10045669	9949419	10055982
173311	139529	10005692	9971924	9005621
879175	135669	7974930	9056753	9977817
2180825	137670	10002736	8895626	9368486
9752398	234873	9962579	9041133	10668332
147617	200560	7999907	8979943	9984835
7906188	158751	10067629	9999910	9963437
233507	218003	8962136	9965844	9034482
14951059	188937	9021758	7064192	14027554
4687994	217089	9959724	11004748	4951792
176978	160317	9052694	7977262	11001451
740874	132096	10077483	10924495	9060202
6109374	131944	9819971	9003612	8044033
199310	134393	8988621	10183658	15070656
2763853	142888	10140358	8022288	5804958
1083884	135777	9878409	9964353	10000597
837760	96238	9299637	8769449	10997313
1121751	166825	10098123	11023726	7964609
3914132	129002	9637152	8147979	11040332
3021304	132269	9467757	8861691	8929709
308977	145858	8681042	10128609	10968234
12661432	123441	9822259	9005440	8570266
9102808	166448	9144138	9890690	10561196
10971220	252286	9858712	8943361	226500
8070521	172284	142353	9136743	7014337
11096903	166134	276137	8026078	10853114
9894023	222342	5610637	2906263	1799421
8808848	209034	12116058	4855531	6109258
